uri,mood
spotify:track:47hVZY42dyrjuvcZxwZak2,sad
spotify:track:1luZpL2xekj9MxC634K6cp,happy
spotify:track:4iFeJ1CbCUyHLFCotgPPiM,sad
spotify:track:0inBLZZp4n4hd3JnJfNd1M,sad
spotify:track:5H5SN7oRuQbtE6x1Z2APmI,happy
spotify:track:24U8u7YaiU58yx7m0EMJxU,sad
spotify:track:776I5KOtISF3ffdDp67AgY,happy
spotify:track:3BjQX42wrf1Ie1AopSnUGV,sad
spotify:track:2aVdiKGxXJTtPuoBHC2skJ,sad
spotify:track:2WP8OU14JZ7BGFZ63avbRy,sad
spotify:track:0IIuAU4edKzAyHVKbbNO6d,sad
spotify:track:3CMG1MpkabyFg1Dsb6aj0N,calm
spotify:track:1od2yVnT2azahoEYefjsqK,sad
spotify:track:2FYy4Hu4JBiSuQyL1MXGFv,sad
spotify:track:3RoJC97Ul94slIqgMmuoXN,calm
spotify:track:3KsDSfKhwkHKaIxdbSBaeP,sad
spotify:track:6PMrfB4IU8XQ2RqoKkTCEb,sad
spotify:track:0tkGZ7q5tUbCTmdnlDGVZP,sad
spotify:track:4U0icQyXN1H9XCCZsNXkWp,calm
spotify:track:5bV8TbgKB4l94VuSiiVTcW,sad
spotify:track:3RTsCWzv0pfLiYfkR4EVFu,sad
spotify:track:2hxJ9NEND3YNWLfW1vKbKA,calm
spotify:track:5G0nbRMagnqL7GN4KRcyxz,sad
spotify:track:6PT4eFe20wZ2mi5jB3wKrD,sad
spotify:track:5UCcfmuRD2N2G0fhJVk2KQ,happy
spotify:track:40aOD83ZHSMfIWqLTNG4pu,calm
spotify:track:3OgFxttzitgbAxdo5A9CJC,happy
spotify:track:299P32UBy531kKTxKfhTab,sad
spotify:track:0U5nbtNkT53aslTdEBjpkF,sad
spotify:track:5EVk9OMnP1sdLlCzQDwgNa,sad
spotify:track:4KFl0n3KRdDtVq9BIirkAR,sad
spotify:track:1lajT6h1lRPMgSghJTm0py,sad
spotify:track:6MY1xABxoZATrEr4FeUhEM,sad
spotify:track:6rcjadOaTY9Dp5xnzgdGGe,happy
spotify:track:44Hn90GtiAKrA8T9eP0D81,sad
spotify:track:7C84gAUK1xwFofnp389nk9,sad
spotify:track:5W3YaPDt4ETPRXeH7nqqgu,calm
spotify:track:2ISrmCpVQbNtkdUeIvmsoq,sad
spotify:track:5GLn0P46CcfQGfVhjUGcd2,sad
spotify:track:2T1ACKqq6GEozD390n16Ve,calm
spotify:track:1vUfbruzY2iRgLeoFJyQjB,sad
spotify:track:3MwWbGqUaNGcvc0Jofg7An,sad
spotify:track:0c0OPnyx3x5yTCovWgkptg,happy
spotify:track:140Z4g68jeMilzysT20eZ7,calm
spotify:track:1fGuu7bv6ynNigouDXxPwb,sad
spotify:track:27Ip4d7fmBy5sUBgpltrWH,calm
spotify:track:3qEdIElBXVZUWavcuPHIEH,happy
spotify:track:5PuAFxKmqG72uKyoo11zpQ,happy
spotify:track:7qSSjZr6Lm9j1sBle4X0b1,sad
spotify:track:4lWLQRatzCMtSDhKja7Zm7,angry
spotify:track:49XPv6X1t1ZiCbM0dF7ubN,calm
spotify:track:2LXxjEBO0gOe8pTHHN01xH,calm
spotify:track:0Ezf3mqCPvhhR9pCavg56l,sad
spotify:track:4mOJ32KlijOmLBn9k1ySF5,calm
spotify:track:4MTOkfb3Z7qop1tEmKCG1G,angry
spotify:track:2e1w0okSDLRr4jmDakVVYj,sad
spotify:track:4rBudRdA9WYgUfpo8UObqF,sad
spotify:track:2Kkw1zTrK9dhnLL8IvrLd5,sad
spotify:track:5Y9yNF0AkF5ninQZV12Zaj,happy
spotify:track:6a8L3ZylVYQSlAWgSofglE,sad
spotify:track:5VNYMVCLJxpe9Y3RKcTOrQ,calm
spotify:track:1516q7D9UvOA25lFSbT4VW,sad
spotify:track:5D9oNf2LIAjvoq0sbQv9TA,angry
spotify:track:6C8iOP4u0Yp7NDlG4qKxBk,angry
spotify:track:6kWq3AzqJuSD00PyX7H7ol,sad
spotify:track:2msGJPHkk4l4trbOBhiPyu,sad
spotify:track:20fHsQJ6sXz6EFN3VTPpOD,happy
spotify:track:757yJqv36jUljgBsL5TWVM,angry
spotify:track:1WK9jTrlCUvkgu0zEhx2Dl,sad
spotify:track:3YYWwGM72Oj5apuwqWIVXH,sad
spotify:track:50e7ZaDRBOMAJipmHW0sAo,sad
spotify:track:4LlDMJI5FbkQHdnHIkaeW4,sad
spotify:track:7dQ2lz4Bltpn5lkqghcODN,sad
spotify:track:6sLRMkwCEEQl2bWGKZAa7t,sad
spotify:track:4YEjTfbxA2gqnIRwLyvsIX,angry
spotify:track:3o6qtfL4Kdxc4VHj4PXRA3,happy
spotify:track:0MYVtKiYqRojOjMo7Og7Ua,happy
spotify:track:2hyuXt5RwF2z7jFrRrQcHD,angry
spotify:track:2Dqa0kxkf2sEMdrKHAaInx,angry
spotify:track:1uSXqmK4u13C3vCGsYZie9,angry
spotify:track:1AD0yQIKL57WQKQgsL9dGo,angry
spotify:track:1fxKYGuNuR3724AXChJDAP,sad
spotify:track:4crDpUinNgLQqGcuoEQmAD,happy
spotify:track:0pdzoWPBFJR0j2JzovcNOt,sad
spotify:track:2OezgBTkkaMfwfCYCBzMip,sad
spotify:track:4CO27ObKlGDQTbv43kDZkf,happy
spotify:track:7KLIsYs0TOcJINCqVO2TtD,sad
spotify:track:2LCxiEwxN2wznVI62Uz8XH,sad
spotify:track:5gfuPRh2118jWEhuH1tdHw,sad
spotify:track:67jBVTiGnaoxYBPsGvDizD,angry
spotify:track:0KLEPFSaXbZ8ETuiN7R7Zf,happy
spotify:track:3faspWrVbnC8WMefK8g39e,sad
spotify:track:3lfEBgaLVoLcyUpzYYjuBV,sad
spotify:track:2QtALsvmWyJ4QmLinaWhqk,happy
spotify:track:03s76J4zqmJlO9priiEaR5,angry
spotify:track:2sE5rkUHUfC6Ys0SPSofuR,happy
spotify:track:21Uvs7jbiHsyQ2Uoh99dJP,happy
spotify:track:2oNhvMFZaXPKP6Yjyg8gD7,happy
spotify:track:1IJzsFooQKD4x1tnU7MXyH,angry
spotify:track:7eqvBMxS4zAunq8DlI4Jij,sad
spotify:track:5ikK7LMMxpz2L6sfZDz7Lf,angry
spotify:track:2xretuE4UsuxnjdbJYqaFJ,sad
spotify:track:3x1YAmyJ0O72XNryQQMLBX,sad
spotify:track:5ptNEHwo92375dK2KmqUKK,happy
spotify:track:7DImv0qWPEiAYUPJ0yKuDd,sad
spotify:track:4NHk7fLMtvMRjzm3u1HHch,sad
spotify:track:0eJoTjPvk53eHDSlLbdgcT,angry
spotify:track:2iIPTxP91K1fKjsY00m84c,happy
spotify:track:1S8PKtVKvJWwOwfQpQxzWV,angry
spotify:track:2fZSMB0oLKm5ySPAJv0zCD,sad
spotify:track:07smYqpoC7in82739yn63U,angry
spotify:track:6yeqEKXdEQGT3fnnZjT1qS,sad
spotify:track:2Pagf17Zn3z7LNWPubAQSy,sad
spotify:track:3F6dVUMFG50jdLK9FTsgp2,happy
spotify:track:62InqDpVBTwzh1WvpcYYlu,happy
spotify:track:6VNRBXV7lQz9VAHhsfYkrE,angry
spotify:track:2GwKH82S77ijdqCNe0uiSK,angry
spotify:track:5Cht7l2V93kJ2klkKOTtV8,angry
spotify:track:6IPxx6Bzylw4P1b2fT4CkG,angry
spotify:track:0dfrh3HOJu6qylZPCgn7je,happy
spotify:track:7im7h5WXVJbGEH2BgDW25R,happy
spotify:track:32kIfKgDXt5d2WMtijndmW,happy
spotify:track:0YWGfHR36uvQwbOUvMhJuz,sad
spotify:track:1bDblWmdYWpub9pZKNGYMW,happy
spotify:track:6lnWXcCGKPkZpuhlVccPza,happy
spotify:track:293Lszb9W5NLNBerEjLBzb,happy
spotify:track:3GB0rYut9IaOVVaESCvb1g,angry
spotify:track:17IC3HvoAB7x7Z2ChOzwcW,happy
spotify:track:6I4RYd6vhcGgPJaFUdE0rt,angry
spotify:track:53EKuOO5tCVDj9MNsT5hrY,sad
spotify:track:1vhr7CCesdE8rDezCd3OW3,sad
spotify:track:5UxFclx4e8SwvOSBWs3kpa,happy
spotify:track:5vLJqVuOVV5q5ztXJdjxiV,happy
spotify:track:4eaLfTVlMEjzUMSQndfOzW,happy
spotify:track:4MSLBloiWadnbyMJepxfsT,happy
spotify:track:1az3ef8vePbencCSzUio06,sad
spotify:track:42suymP38HAIBl0wiDfpst,happy
spotify:track:1sjKlnnw7330Z3OwElPJdz,sad
spotify:track:1vMqI4JCpK79qjKcszunq8,angry
spotify:track:6RrqlcmD1ibPVHZKyKtKRJ,sad
spotify:track:479lquEL4Mzh3tQLtnHVfL,happy
spotify:track:6f5h8n8UR4fsz8LjCkAOFy,happy
spotify:track:53Abp3QVXDA9z1VmJsOBXm,happy
spotify:track:1iGluksPn3QeGb60D4O2W9,sad
spotify:track:6pOO0me9fJ0nqXAVNJXypU,happy
spotify:track:31VC6KvDluyPchgL5VRWfv,sad
spotify:track:0FfdtQrD9kT42o6Anv4uDn,sad
spotify:track:2b3xiEbYupj2QpQPNP9o1R,sad
spotify:track:4OoO0q9DrsT0pSHvA435KF,happy
spotify:track:5Vnx5i9VJSZ6ayfK6jncf8,sad
spotify:track:6vJZqJSQPVXDQ6RWavKyRL,sad
spotify:track:37PGC3ZTLcwODfN1ib57iM,happy
spotify:track:75chXLp39KWu3oUXs1Kb2T,sad
spotify:track:3e6PsN3KCWRp6NGKN9F9pA,sad
spotify:track:4jNwGPsmAT5BIaAtHSvaR1,sad
spotify:track:4mronxcllhfyhBRqyZi8kU,sad
spotify:track:1k0YFNylstvLBC3C5vPWP9,sad
spotify:track:0Me4L8eWzXf5hcofg9C1SJ,sad
spotify:track:3Gl0Y21R2b5fPPxge18pTu,sad
spotify:track:0aIQZBntZW3LCptADbkfKZ,sad
spotify:track:6tkdTsPyPl7cB28Z6NKmuX,sad
spotify:track:1jJrx8IKact3kvA8riEcUk,sad
spotify:track:1qSnfG6dFPlAo6kq8OAVED,sad
spotify:track:0NMzmmXi6DCUo8tijwHvCe,sad
spotify:track:4GwFHyuFlXsjLiyRBdx3FD,happy
spotify:track:4sLlPACKA3OTNcJryGgWKR,sad
spotify:track:3v2HEpwVgra20Iy6kZ9AWQ,sad
spotify:track:4J0zRl3oz2Ijl2UBJvhSGa,calm
spotify:track:2qKjUPO8HfdRAPOGre7SGb,happy
spotify:track:4oLmztYOcw02rDTUe7dfNO,happy
spotify:track:61K5CsgNZy69TFzrsFS1XM,happy
spotify:track:1qo7xKdZX2JxCNUrcp1lj8,happy
spotify:track:0I23R0Ogvq9TrjmtulGUEP,happy
spotify:track:2llRcOw0PXlTVNYlTpdtp6,happy
spotify:track:68W3BTc9JMjSlZq5PpVVIV,happy
spotify:track:66YpaFvL8BfdvImRchvoil,angry
spotify:track:1tTXWqYA0DPxhEGURogUA5,angry
spotify:track:0MQfc2H4BamXvAd3pjB8pe,sad
spotify:track:5flhtsEZZ0ImNAtccopqpH,happy
spotify:track:5sUtXLszYeg1Rh0gUj87lS,sad
spotify:track:2ldP7FrJwm1fArAMZY9iXr,sad
spotify:track:1M6OoLriCOZ84NTGkJ9DrR,sad
spotify:track:00YRVIVqaL7XXJo5LQjIZd,sad
spotify:track:6yIro3YzmsxgsmSAHBtNin,happy
spotify:track:08SQrOgsLbXe6ZypKjHdmQ,sad
spotify:track:1dsZGYhZoTMoyBgYDVzsCM,happy
spotify:track:175hdFDECbQNnOQC8ITNEn,sad
spotify:track:72VqV4npagRqF9ZLnOXfaP,sad
spotify:track:3dP0pLbg9OfVwssDjp9aT0,happy
spotify:track:55sGZ6khmMO0GWb9QzZnXM,happy
spotify:track:6P4XyViJkq9QGEHtzfMIrH,angry
spotify:track:1WOBzx0R3hyphrI1AUv4Zu,happy
spotify:track:5CyZPkmTBmq61SunRDysna,happy
spotify:track:0HT6xI2MTQ7qk4yNA1IZUd,sad
spotify:track:5nNpVC9AC6DWgrT5RX0e0b,sad
spotify:track:1LxcCsgkHJTcUZ7AUorzd2,happy
spotify:track:0pDB9JmbZxupqmZuuevxjS,sad
spotify:track:0bLRXQaWzmSXRXPmP6JnEF,sad
spotify:track:1V9zWcD0PpWlFa42vCErzm,happy
spotify:track:4YfNmQKnrX5DrlAxSAnMoA,sad
spotify:track:32lgKuOf0esvxQsh5tXAA5,sad
spotify:track:3jdbqyM826PXNm7onNtgMj,sad
spotify:track:5qdmxwRkULsZY1BxNvSGx4,sad
spotify:track:2Oam4p5G5GfyzLLBuMTJty,sad
spotify:track:7nOhijGWNbwBpzmQ6XqLRG,sad
spotify:track:1bXV5MjCKNmD8viWpawP9A,sad
spotify:track:6cs44cWPd4652NlIrzRqNx,sad
spotify:track:4g9p5kWDHAR3Vg2YRQwQDv,sad
spotify:track:67KymXb4OUQtUlO31EFOjS,sad
spotify:track:0CpE5SeQkHQPYiWX0psxf4,happy
spotify:track:5pyTW9ph8A0ZSx7hzpSNge,sad
spotify:track:3JMuqa4x9ZMWxgA8RaAiya,sad
spotify:track:0kZhlQkauEfAyNqln1wsHd,sad
spotify:track:1RZ6jzlPeEaDeKYe7IJ792,happy
spotify:track:3T14a1gT28hB5yY5K2gVvs,sad
spotify:track:1odkZZfnPfWBdan6cw7cQW,happy
spotify:track:0WviwuG403gqtW6bZevBpP,happy
spotify:track:6Qoi0Gld6BgBdlmiYskoGL,sad
spotify:track:0NAV94PmV6GSJXBgZRJ7Tu,happy
spotify:track:0e2SZBDwY2ods2rkb84nmW,happy
spotify:track:29nbae7CAQiRP8XNGG9JZL,angry
spotify:track:2u2McJSgHM5iHyOLSwWySb,happy
spotify:track:3TXakfjtRwGXdQ6P3Lpi6t,happy
spotify:track:7D0Ntx3LMFMPNtSViJLS4D,happy
spotify:track:631kyE9HXj54yvg3mBrM38,sad
spotify:track:1xk2Z84gbcn4tPXiiutxzS,sad
spotify:track:3W5PTC2ZbjIndyuYuhmiHx,sad
spotify:track:5za2K5XXuEaFWps6pYdo2y,happy
spotify:track:0szh331wkGbfgwlwzBJklY,happy
spotify:track:5L5N8YOsBxdzR9h9sudBgG,happy
spotify:track:7fRt5HCt4KgLlH45wFQCho,sad
spotify:track:6wGZH0hvOLTcglJtuGmrgE,angry
spotify:track:41Qh1ePdXZJFrZ1kLMHaLG,happy
spotify:track:5bTSUyXTacE8ms8lMixTk9,sad
spotify:track:03m03OVQGPuzt8Rw2r0a7t,sad
spotify:track:4doInokGtiijavW8wkI6UF,happy
spotify:track:5PdN8bGfhsjE52O6R15QVf,sad
spotify:track:1jTPgK0J8zKcdbD6qUoiN0,sad
spotify:track:4PBNWcZQnmtbPojWzYsP6U,sad
spotify:track:371pjmMq5yrIGaneRyz6oB,sad
spotify:track:27otPRH67DpOsyNtSiM54v,happy
spotify:track:4wCot8w7pamCw8PQOvOgda,happy
spotify:track:6mReqk8kBcxkCtlnO4hDcA,happy
spotify:track:2tDE1bbqtjpmQrQgltb9cH,sad
spotify:track:7BaTqGZEDSj9943y404BUJ,happy
spotify:track:08hlFtp8y9S6YZmjBNvQ1I,happy
spotify:track:54Sc7mZQ1RM03STpk4SfaA,happy
spotify:track:3RkzK3Whgozcyn4JxdcuaP,sad
spotify:track:5qZy4ewWYAveJE0PScQxkS,sad
spotify:track:2rPbBONzBW14kNvVF9Qy7E,sad
spotify:track:76FAfdFlazdZxS63izv3j4,sad
spotify:track:0l25tWS4KJG1mgtZD49GaK,sad
spotify:track:3vmh0EATDTTfLVxzRFwgQt,angry
spotify:track:0b5zPjObrrj354bAhPkMcY,happy
spotify:track:5ZgRutE3ZxDJXYM1uSpz3W,happy
spotify:track:1Mkqj7lzLMBMBw9HWbZ7xy,happy
spotify:track:4qnOxzNUfUfmsloijG5ex0,sad
spotify:track:7nJoBUBpcxjfYEijBqYnB9,sad
spotify:track:4e3cKdqqNbdKVTDmTVA4zs,happy
spotify:track:1hXFGKQDUF44MIeRBEBUDg,sad
spotify:track:6dEJcb2qZPjexyBo6AZQIm,angry
spotify:track:6htS2apWjTN5P50RpUplsj,sad
spotify:track:51FRGVbypjTybFQM9sC9K1,happy
spotify:track:1aUNGEGmS9TwifPICslUV5,sad
spotify:track:6N4bifNtBKSSDmIL3qZRh8,happy
spotify:track:2GGkXContcq2SZpXuEAlyf,sad
spotify:track:4vTT30mAGogt38JwZc0oyW,happy
spotify:track:7EdMb1sjy4hvfknBYoTCth,sad
spotify:track:6s8sejTXirsFm6gZX7CzjT,sad
spotify:track:4Z1gkob5HMuGnge34qN7fV,happy
spotify:track:72aKgq3eT02Gqy3bqeKVOv,happy
spotify:track:4a9HPrS0w0irIE677Cu1T7,sad
spotify:track:3jfxeTcEfcH8wNMnGNh7U1,sad
spotify:track:433bZhu12pGf1oNSiTzVHD,sad
spotify:track:6riZjVQwxomBanJbq1PKGi,happy
spotify:track:53Byw6sWhZX58h6HB1w7PP,happy
spotify:track:6FWfjQDaC1PyKoKo2s5MN5,happy
spotify:track:07VQt3uN6Hbn6IB6lNWkef,sad
spotify:track:3BoaBZQsCU12IEEJeficPS,sad
spotify:track:6O0BuobS0C8fe9NOPXdyZX,happy
spotify:track:3dE3LMkRw8FHBC9PPYfOSJ,sad
spotify:track:3TV9xKWFOxndERab4wwxsj,happy
spotify:track:05E73gk08h7ECa4RjvcYwB,sad
spotify:track:6LyD807jlIw2cAb17JCm9k,sad
spotify:track:4jyru1nUrepszk5VMBgsSn,sad
spotify:track:6zYdu4cHZJwKfuETwf5UhV,sad
spotify:track:7sAgjNFcJCmnpkO5XzbYQJ,happy
spotify:track:0E1NL6gkv5aQKGNjJfBE3A,happy
spotify:track:24nJkTk9cSrVFOthgYdjzr,happy
spotify:track:7uSxlYmb19TczZ3AP1s3tO,happy
spotify:track:5XzG0GT1WntHu1N1T2UVDJ,angry
spotify:track:5iMg31WQw8WdCHrvYWhloq,happy
spotify:track:2lH6RlA7NA2CcTfyEsONTc,happy
spotify:track:0CtHgpZKOCRdAHYYXsmEhJ,angry
spotify:track:6ZuxpFXpmIzy1cuzUmmibT,happy
spotify:track:5XZkLNkN1VrxKjfRAsTd1Y,happy
spotify:track:2BHu6HOFXgHR936cj10XIi,happy
spotify:track:17KUyAIIhVltCdL5wiXT94,happy
spotify:track:2UNPkTFsW4ikd4dkqXcWnj,happy
spotify:track:5dg2bkHHBqgHRkNda6OYds,happy
spotify:track:71issRA8XArr9q9gjhKyM2,happy
spotify:track:3IiZMstFIEboUR9AdbuFWE,sad
spotify:track:5ZijhjLDGDw2n5skXFanOW,sad
spotify:track:1NG44EIj9Eaw6ubfRt5gzZ,sad
spotify:track:2Rh7t5c0vfrj3d9oaqNSOr,happy
spotify:track:5skBgUS4AI5TOD9kVsDRhL,happy
spotify:track:7EiCVIQXdfaLbpKixaRqla,happy
spotify:track:5MqJsw8fRZHAJegrPecWjG,happy
spotify:track:3hTNco3aKaq7jdR0eAZAwd,happy
spotify:track:1V32fsulLhr8EV5V4AiQP2,sad
spotify:track:2PssTlNeYZVb0xXKWLfQbT,happy
spotify:track:6D1N0zqrfYH08ydk4x2BDq,happy
spotify:track:05qcNfBVM3syVOoNbSeWzy,sad
spotify:track:3gvRmzR8TGZg1ab3J1Mya7,sad
spotify:track:4DmoVlcAKvERgXZaopfrb2,angry
spotify:track:4j8QmKBNjuzi9BDsvcwKkt,sad
spotify:track:4k9EAtZdZrzPlBUsFncXCZ,happy
spotify:track:6oF8ueLn5hIl4PRp17sxW6,sad
spotify:track:4xKrIde28J8lByUhRkwEQf,happy
spotify:track:5lxEiJukryNBoE9iiaMVBw,sad
spotify:track:73GJXWbjcksWy2CFxojvfT,happy
spotify:track:0nuO1Fcw3VieBV9Tfnqnse,sad
spotify:track:4hIPVoHpk0pICSvbfl8hb7,sad
spotify:track:1kWxETqMxvlzbQk1kbPdi3,sad
spotify:track:2RKd9eSfZchlXdHXtkWd73,sad
spotify:track:0Bw48mvpChsxrRfmmcBxRC,sad
spotify:track:58kNJana4w5BIjlZE2wq5m,happy
spotify:track:1K1co8bvO1lmwzEffWx8cQ,sad
spotify:track:0meu77JX6Styzf4TJ6bcEX,sad
spotify:track:1jtg8bvRE0g8jg1K4v3Vt4,sad
spotify:track:6pmzLS5syF73QHhXJO68ZW,sad
spotify:track:3GMCa7rDFZ2O1SL5QB5nS4,sad
spotify:track:3QqcdSt1V12CFk5NbIJGBh,happy
spotify:track:6xxcMucUIuR7PiOb0G51Ox,sad
spotify:track:6GiVs8kBJcTX6ARG2BOENX,happy
spotify:track:33S8QPdixAa8A1XF1j9ens,sad
spotify:track:6HSwzkxDsD2AquIQy9XsZI,sad
spotify:track:0e3G57CVfzgRndaG9MpLzG,happy
spotify:track:3xtZKuTSn6u7T5bXda3o4I,sad
spotify:track:242AwErnBowtFLasV0sym7,sad
spotify:track:1usziuhFGBtZkdAlUoiZzJ,sad
spotify:track:4qjXwaq6K7MzPZSvjcLQYd,sad
spotify:track:4dRexORQbNAXZ9ccA29EKz,sad
spotify:track:0sUI9jQl4lhEoJAvpFrIz4,sad
spotify:track:0fA27M5PpeeMZaEqM9OuZt,happy
spotify:track:1KOjIeaezZX53qXti0qic3,sad
spotify:track:5rz10kLBxXr5lw4RlgwHNb,sad
spotify:track:7c1TIwWVhHu9fiWUCsXRG0,sad
spotify:track:42fB9njeMkO1jtrMyQI5cp,sad
spotify:track:1ouPTHNA7stiBkABKPq9lh,sad
spotify:track:6wgQdBucsTofex57f3Rxnz,happy
spotify:track:0GtFgR54C5c6JMR998K6NT,sad
spotify:track:6vn8dvUpDC4YeaAh3BI25r,angry
spotify:track:06RAw6lMfKBhhzpna1MRwL,happy
spotify:track:532C3kNv3bmytLYe3LXr43,sad
spotify:track:4BoTrCdVPZHU4iBC0kcid7,sad
spotify:track:7esLFdmyCQMjiLxpnHSF09,sad
spotify:track:05om7Ac9m7wKq1rHn4sHQh,sad
spotify:track:5HZCMnScUwekum55mcRdjK,sad
spotify:track:7BbtvJqWnQRt8gSrWbUVym,sad
spotify:track:7CURZrxixLSuW41vklxQFk,sad
spotify:track:46BDJBzwtu4elwGU3Ay4MG,sad
spotify:track:0nIRxNfWcd1ZpgGfUMIfUs,sad
spotify:track:77SFb4cpg6wEkeH7TiHz43,sad
spotify:track:3s9itRgJYcKhem01P17865,happy
spotify:track:0h77yfaXxrLMLz31uNDigN,happy
spotify:track:3IEsZvgBNVSsQA04HEwRVA,sad
spotify:track:3Mr6ofzF6ZuYiqHh8qNud3,sad
spotify:track:6kM4Df2i92o23fZpEF2Nz0,sad
spotify:track:40LYL1Z6xgCn5cBybo5K0D,sad
spotify:track:37BEajFxP7B1bOFPnBiwVd,sad
spotify:track:57y6Ioqgkt6Jk5kmj3CtIC,sad
spotify:track:0Blojh3eznTkOiIJSDKb6W,happy
spotify:track:73LvxgrkUkRKVNb9WaMmTm,sad
spotify:track:3SnXIPWciHwAS04oKdPC0l,happy
spotify:track:27gx4tgN4EvH2JlFKeDAjo,sad
spotify:track:0t5uXvKUEOepGXIyziHMTQ,sad
spotify:track:1vn9VLSWz731duU221sZ7v,happy
spotify:track:52MuWuYch00TOmCmgdyHUT,sad
spotify:track:7pTuQ4yfH5JA6b6UH4S5Ya,sad
spotify:track:3XIvEMAqrGM4nujIiDyHvD,sad
spotify:track:3IUO3hxpznNOge8cDKmplP,sad
spotify:track:0YqCXca1XcMrj7ZBfN7zn3,sad
spotify:track:5SXlLtbbTyfHUsLPUhU9Wb,sad
spotify:track:51U5rcEXB4NZnB2p4MftC2,happy
spotify:track:3BlC2zE57W5UDZfRIMs1Y6,happy
spotify:track:1CZgbcEZEhHH28HcBFvQIW,happy
spotify:track:0kbG8feXW2Pa9SXqf14Eg6,happy
spotify:track:0eaFGIJGHgwKGDcVwHnc7t,angry
spotify:track:3OIoLMnnWzAUORFQxRAhdF,sad
spotify:track:2Tb38yniLUwOiPT2QarJWr,angry
spotify:track:6G80yU2sT2CRn2gg4WmmfW,sad
spotify:track:1XlmN9HOwTYAXtZmld2fpy,sad
spotify:track:7l6bGuXOsfTYnChFZNivuR,sad
spotify:track:7JnaRPvym5p9pkkrjVePra,sad
spotify:track:62OpsW62uJiqGoceaTuC8O,sad
spotify:track:5DkVKfwglZe6BIGC3U77Fh,happy
spotify:track:2hp0ZBtEDA2Wn3C1fvJSf9,sad
spotify:track:248wt1trbhwrNN5fBC3Q3W,sad
spotify:track:2av1BBGdN9DW1u7rvoRhMM,happy
spotify:track:0b1IlQG9MRf8vu1E6Iq19J,happy
spotify:track:4LRuYjrhMEhiuo5wa4XfYL,happy
spotify:track:4A1GfEVOELS3vo4tSa6bts,happy
spotify:track:5D1NSvQajIAbwTgnNfKNdR,happy
spotify:track:7lBXBMQUnPd8rWCBF2VuL8,happy
spotify:track:7MV1c2eclBShziAJRf3Q0Q,happy
spotify:track:1IhyIwuRWe47j5ZABC24tx,happy
spotify:track:6qkPk5xE1H94fFYfgRcDBt,happy
spotify:track:2dx8PRHg15eX3jvgksAhmb,sad
spotify:track:6RHpM6Lqb2vTXqF1jxTKJa,happy
spotify:track:22S2hCrmSajFuex8aknXTl,happy
spotify:track:3ZZcnhEbohNn1rXgcahmwK,sad
spotify:track:5AOmtc34V50R1hAOshTTmD,sad
spotify:track:2CBlRiZjGJZ10y5FRyn2Vb,sad
spotify:track:6bvUuRj5uGEifCp9pB9jed,happy
spotify:track:1Ra42r4MNdTlFpYZHlrcgq,sad
spotify:track:50feEdya6uW70Wp1b6a616,happy
spotify:track:1FKekAl79gps8l25OJYfrA,happy
spotify:track:4TkCT3027X457Q22xWbLPg,happy
spotify:track:7zxEfC00zelfRA4IPr4ZUs,happy
spotify:track:6W0nIgdTzvKpxeixheD7oM,happy
spotify:track:4DKXO4OqKOicdm7C4m1paU,happy
spotify:track:2hUQlFWJ36sKEgNsDlTD1M,sad
spotify:track:43t4C5nrEykM8ROc0iPiX6,happy
spotify:track:3fzJcLWDgzx4l1tTdkAxYd,sad
spotify:track:0rc7DWOaM1pGttXrKu8lQK,happy
spotify:track:1PK3BtcF1Dvfd8a24Xejaj,happy
spotify:track:4dNuWYZhWK0QhLUjQLGRkE,happy
spotify:track:2sOznxvlmm3b0lknFTaKvk,sad
spotify:track:0pc0LhTcv9bF3hT86vPClr,happy
spotify:track:0MeZrItVxB77JoApl5rUrN,happy
spotify:track:3IpOgKkvF7z0SZ9TaPovTy,happy
spotify:track:51Gk5vpWtJaWaIEbyp0GzK,happy
spotify:track:4W1IAilM926dlwgSiommJS,happy
spotify:track:2krd4LJa2cNFvJvuzUTWfm,sad
spotify:track:3OGuTd3BUX46jlgljyE6nk,sad
spotify:track:3HWjS38yipzMGo86AzcnBc,happy
spotify:track:6PIz0QZfa8P3PpNzG1bJJS,happy
spotify:track:30Lb29WMc7tMFLblb2WO88,happy
spotify:track:2UNtripPbpyUGpZ6nuDISD,happy
spotify:track:6uimn4Kh5FtNZh3bmbqdOq,happy
spotify:track:649R9kCgcTrjHaKSMUooia,happy
spotify:track:56n61jZvjUaiWp7zNrfOoP,happy
spotify:track:4Bc7oglKe2ePvY4VenMuFD,happy
spotify:track:1Og2yZ9mf1DJWPIXCLYPKq,sad
spotify:track:6jUZ27rzs0wtkqFcFpdoP5,sad
spotify:track:7IeFKJCCPYTAwNSCaBt2rF,happy
spotify:track:3AQUwT6IIX9iqBStVs6lWq,sad
spotify:track:6AYIRSW7X4we72aMolVtaE,happy
spotify:track:4JnnwxyYZ6OdYRQSqR9QZR,sad
spotify:track:3nfMOTjl5Ts1GZScRKuQnF,happy
spotify:track:2UTS33qrSdZUD6zApZXDcI,sad
spotify:track:0u9Qa4tnR77Tbb0uX1hs41,happy
spotify:track:2ewb4VJoSMG1FuSkFKoMgO,sad
spotify:track:76z2vduiSpawTJcN1naoAS,happy
spotify:track:6IBa7bykcOeZnKwju0Xkfp,angry
