name,artist,spotify_id,tags,genre,year,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_track_url
Always Never,Porcupine Tree,1TsOQsNt2RHy34ow8ZpMmj,"progressive_rock, psychedelic_rock",unknown,2004,341133,0.294,0.575,-9.089,0.0394,0.0277,0.783,0.773,0.175,140.529,https://open.spotify.com/track/1TsOQsNt2RHy34ow8ZpMmj
Career of Evil,Blue Öyster Cult,0DFQTsk9IQnQ0Qtj2i7XYE,"classic_rock, hard_rock, progressive_rock",Rock,1974,239666,0.6,0.759,-5.822,0.0415,0.0599,0.000461,0.114,0.343,131.349,https://open.spotify.com/track/0DFQTsk9IQnQ0Qtj2i7XYE
Don't Let It End,Styx,01P9tRtPa1rGUhXqaKGji7,"rock, classic_rock, 80s, progressive_rock",unknown,2008,294000,0.407,0.382,-7.959,0.0285,0.379,5.4e-06,0.0578,0.178,112.081,https://open.spotify.com/track/01P9tRtPa1rGUhXqaKGji7
Questions And Answers,Biffy Clyro,3gx4iTAOosgVVbTWnOKmVi,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, post_hardcore, screamo",Rock,2003,242693,0.472,0.905,-4.905,0.036,0.00075,0.0816,0.325,0.336,131.401,https://open.spotify.com/track/3gx4iTAOosgVVbTWnOKmVi
"Tip of the Hat, Punch in the Face",And So I Watch You From Afar,1AeXuqEZbrNHsEalcVST7S,"progressive_rock, post_rock",unknown,2009,261906,0.315,0.528,-6.813,0.0471,0.000476,0.582,0.128,0.355,79.315,https://open.spotify.com/track/1AeXuqEZbrNHsEalcVST7S
Here Again,Rush,1cmy8biVm84As2Lw4RnMZh,"hard_rock, progressive_rock, progressive_metal, blues_rock",unknown,1974,456013,0.482,0.482,-10.473,0.0307,0.0972,0.0247,0.114,0.531,96.879,https://open.spotify.com/track/1cmy8biVm84As2Lw4RnMZh
If You Keep Losing Sleep,Silverchair,0ab1m1b1yKLNwE9MMFQd4g,"rock, alternative, alternative_rock, experimental, progressive_rock, grunge",Rock,2007,201053,0.37,0.858,-3.806,0.0429,0.00735,2.89e-05,0.147,0.62,130.685,https://open.spotify.com/track/0ab1m1b1yKLNwE9MMFQd4g
The Arsonist,Thrice,3KKNuUSXdVx9j4boikFaZz,"rock, progressive_rock, hardcore, post_hardcore",unknown,2007,253386,0.322,0.964,-6.785,0.184,2.28e-05,0.27,0.337,0.227,154.861,https://open.spotify.com/track/3KKNuUSXdVx9j4boikFaZz
The Piano in the Bathtub,Department of Eagles,1FfcpyLRpJgfoJpCAwMvch,"indie, experimental, folk, progressive_rock",unknown,2005,263173,0.392,0.493,-12.695,0.0314,0.126,0.793,0.227,0.327,107.282,https://open.spotify.com/track/1FfcpyLRpJgfoJpCAwMvch
Goin' Through the Motions,Blue Öyster Cult,0cYiovtKcYfRELcGSFy6f8,"classic_rock, hard_rock, progressive_rock, 70s",unknown,1995,191933,0.679,0.734,-9.217,0.0321,0.0422,0.000278,0.103,0.599,118.484,https://open.spotify.com/track/0cYiovtKcYfRELcGSFy6f8
Somewhere in Between,Kate Bush,7Jvh7EXn7xL4tNYKvyBji7,"alternative, female_vocalists, singer_songwriter, progressive_rock, new_age",Rock,2005,300093,0.638,0.397,-15.291,0.0297,0.287,0.05,0.113,0.523,123.067,https://open.spotify.com/track/7Jvh7EXn7xL4tNYKvyBji7
Rubberband Girl,Kate Bush,0rESJWshudWdDNaWLNUpjK,"rock, alternative, female_vocalists, singer_songwriter, progressive_rock, 90s",Rock,2011,276506,0.643,0.426,-17.571,0.0329,0.00606,0.874,0.103,0.729,120.369,https://open.spotify.com/track/0rESJWshudWdDNaWLNUpjK
J'ai Fait Une Promesse,Anathema,03Lz1vzHzbp25KLq9fn7ZI,"progressive_rock, doom_metal",unknown,2011,262376,0.122,0.114,-17.613,0.0406,0.79,0.0638,0.0906,0.0572,64.764,https://open.spotify.com/track/03Lz1vzHzbp25KLq9fn7ZI
Garden Party,Marillion,0h5KX4ERGYgjkhJakRyUeY,progressive_rock,unknown,1992,430560,0.289,0.338,-14.101,0.0467,0.0295,0.000282,0.0759,0.576,168.344,https://open.spotify.com/track/0h5KX4ERGYgjkhJakRyUeY
Mohammed's Radio,Warren Zevon,3pq7VuixL097xpCp1gFE6a,"rock, classic_rock, singer_songwriter, progressive_rock, guitar",Rock,2007,290253,0.463,0.346,-13.356,0.0322,0.315,0.0,0.815,0.415,124.117,https://open.spotify.com/track/3pq7VuixL097xpCp1gFE6a
Shame Shame,From First to Last,0mYNqHAxa4n25o5qAWhecw,"progressive_rock, hardcore, industrial, emo, post_hardcore, screamo",Jazz,2006,215853,0.232,0.994,-2.701,0.178,0.000209,0.000108,0.343,0.0494,185.038,https://open.spotify.com/track/0mYNqHAxa4n25o5qAWhecw
Beauty Queen,Roxy Music,7LtIi8n6mvBAesZRLHTN67,"progressive_rock, new_wave, 70s",unknown,1990,277040,0.42,0.666,-9.211,0.0668,0.177,0.00132,0.208,0.674,150.336,https://open.spotify.com/track/7LtIi8n6mvBAesZRLHTN67
Set It Off Like Napalm,Emarosa,3Iomv4OlKIWEKGqtY4lG0P,"progressive_rock, post_hardcore, screamo",unknown,2008,186946,0.318,0.969,-2.309,0.0617,0.000541,0.0,0.598,0.272,179.725,https://open.spotify.com/track/3Iomv4OlKIWEKGqtY4lG0P
Damned If I Do,The Alan Parsons Project,0IIvzgy0qmA0rkZQW7nRUF,"rock, classic_rock, progressive_rock, psychedelic_rock",unknown,2004,216133,0.61,0.5,-14.927,0.0337,0.77,2.27e-05,0.0567,0.834,134.9,https://open.spotify.com/track/0IIvzgy0qmA0rkZQW7nRUF
"What God Wants, Part I",Roger Waters,1svnJHDXLbEiPeLZxJWDVV,"rock, progressive_rock, psychedelic_rock",Rock,1992,360200,0.578,0.629,-12.505,0.0359,0.073,0.0055,0.573,0.581,79.568,https://open.spotify.com/track/1svnJHDXLbEiPeLZxJWDVV
Moral of the Story,Ashe,2nC3QhMI9reBIOWutbU3Tj,"progressive_rock, chill",unknown,2019,201083,0.572,0.406,-8.624,0.0427,0.587,4.48e-06,0.102,0.265,119.812,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
My Sun,Amorphis,0AanBxhWSkFanUxVgdsT6K,"metal, progressive_rock, death_metal, progressive_metal, melodic_death_metal, gothic",unknown,2009,244866,0.468,0.742,-4.553,0.0303,4.61e-05,0.00383,0.282,0.258,104.934,https://open.spotify.com/track/0AanBxhWSkFanUxVgdsT6K
Put Your Hands Up,Benny Benassi,0dzotAea463K760seJt5Lt,"electronic, dance, progressive_rock, house, techno, ska",unknown,2004,234567,0.783,0.917,-6.815,0.256,0.0261,0.286,0.129,0.846,130.013,https://open.spotify.com/track/0dzotAea463K760seJt5Lt
Embryonic,Riverside,2789fD2xznYmjkUgKatWaq,"progressive_rock, progressive_metal, polish",Rock,2007,250386,0.281,0.298,-9.675,0.0304,0.533,0.168,0.0892,0.227,103.388,https://open.spotify.com/track/2789fD2xznYmjkUgKatWaq
Heaven Is In Your Mind,Traffic,0ogslRg73eQQ0aroTfDxuT,"classic_rock, progressive_rock, psychedelic, 60s, psychedelic_rock, blues_rock",Rock,1991,256506,0.676,0.625,-13.112,0.0508,0.107,0.0012,0.643,0.764,90.098,https://open.spotify.com/track/0ogslRg73eQQ0aroTfDxuT
Guns Of Memorial Park,Sparta,5vTsng3MQmuwyLyQsbxJPL,"rock, alternative, indie, alternative_rock, progressive_rock, post_hardcore",Rock,2004,229173,0.226,0.891,-5.125,0.0627,2.56e-05,8.94e-06,0.2,0.457,150.197,https://open.spotify.com/track/5vTsng3MQmuwyLyQsbxJPL
Illegal Alien,Genesis,76blt381IEP4WB65Avb36M,"rock, progressive_rock",unknown,1983,315226,0.641,0.733,-13.655,0.048,0.113,0.00426,0.416,0.968,144.227,https://open.spotify.com/track/76blt381IEP4WB65Avb36M
Telling Tellers Tell Me,Portugal. The Man,0IXc2bmcjedygpOjLjSMHS,"indie, progressive_rock",unknown,2007,190480,0.419,0.813,-4.296,0.0804,0.0851,0.000512,0.0689,0.593,164.828,https://open.spotify.com/track/0IXc2bmcjedygpOjLjSMHS
Soluble In Air,Mystery Jets,0WycFU76ijAQPymvUBsoct,"indie, indie_rock, progressive_rock, british, blues, britpop",Rock,2006,192680,0.426,0.699,-6.078,0.0307,0.274,0.0,0.348,0.271,95.356,https://open.spotify.com/track/0WycFU76ijAQPymvUBsoct
Fandango,Pain of Salvation,023iI6YqDZp3UAfhqUCYz0,"progressive_rock, progressive_metal",unknown,2002,351746,0.61,0.911,-4.98,0.0368,0.0152,0.0111,0.111,0.586,130.029,https://open.spotify.com/track/023iI6YqDZp3UAfhqUCYz0
Bitches Crystal,"Emerson, Lake & Palmer",0lLENY9scRgvolRWl8MwNx,progressive_rock,unknown,2011,235773,0.346,0.613,-15.331,0.0435,0.00999,0.00108,0.122,0.688,83.466,https://open.spotify.com/track/0lLENY9scRgvolRWl8MwNx
Mye,Sparta,0dZZRizskxoVkFFdk4ETU5,"progressive_rock, post_hardcore",Rock,2002,218960,0.496,0.84,-5.025,0.0315,0.00356,0.0,0.071,0.577,84.202,https://open.spotify.com/track/0dZZRizskxoVkFFdk4ETU5
Clint Eastwood (Phi Life Cypher Version),Gorillaz,34A4rqp1TiUWWFHF85hRzg,"progressive_rock, rap, hip_hop",unknown,2002,292466,0.616,0.701,-10.552,0.233,0.00308,0.000578,0.0909,0.557,168.059,https://open.spotify.com/track/34A4rqp1TiUWWFHF85hRzg
Parasomnia,Riverside,1Bky5Ev9dHNnYqFFtC7JuD,"progressive_rock, progressive_metal, polish",unknown,2007,490440,0.296,0.795,-5.598,0.0485,0.00616,0.19,0.313,0.166,110.286,https://open.spotify.com/track/1Bky5Ev9dHNnYqFFtC7JuD
The Pressman,Primus,2l3STudpnzAweQiCBPxjXh,"alternative, alternative_rock, progressive_rock, funk",Rock,1993,311306,0.672,0.678,-9.213,0.0442,0.123,0.691,0.0682,0.321,98.025,https://open.spotify.com/track/2l3STudpnzAweQiCBPxjXh
Saturation,John Frusciante,3dqy3IfD6ZsVHTETdpLjFq,"rock, progressive_rock, psychedelic_rock",Electronic,2001,180386,0.244,0.435,-5.497,0.0298,0.625,0.153,0.294,0.165,92.291,https://open.spotify.com/track/3dqy3IfD6ZsVHTETdpLjFq
ZTO,Devin Townsend,0I7Ab81vCUPoZ3FQzIvxnc,"progressive_rock, progressive_metal",Metal,2007,77400,0.351,0.737,-7.51,0.0437,0.0024,0.0322,0.367,0.419,102.697,https://open.spotify.com/track/0I7Ab81vCUPoZ3FQzIvxnc
Electron,Serj Tankian,52Tp3TPsONAmmPmuNdqF4A,"alternative_rock, progressive_rock, symphonic_metal",unknown,2010,226373,0.37,0.905,-4.398,0.101,0.00212,0.000331,0.147,0.174,139.942,https://open.spotify.com/track/52Tp3TPsONAmmPmuNdqF4A
The Return of the Giant Hogweed,Genesis,1oWh9ZsPP0pWaw7T5yAwgf,progressive_rock,unknown,1971,490200,0.41,0.441,-12.812,0.0322,0.0225,0.00416,0.13,0.49,139.025,https://open.spotify.com/track/1oWh9ZsPP0pWaw7T5yAwgf
Soldier of Fortune,Opeth,0TN3CFZuYzAWQCV9N3pVPN,"progressive_rock, death_metal, progressive_metal, cover",Metal,2007,208520,0.475,0.385,-8.675,0.0317,0.595,0.000267,0.131,0.183,134.368,https://open.spotify.com/track/0TN3CFZuYzAWQCV9N3pVPN
Lost Continent,Thrice,14qkN1Ik9EZeCXIf7QQ6qv,"alternative_rock, experimental, progressive_rock, post_hardcore",Rock,2008,255753,0.419,0.44,-7.78,0.0298,0.00479,4.7e-05,0.0682,0.0554,112.18,https://open.spotify.com/track/14qkN1Ik9EZeCXIf7QQ6qv
Sunlight,Anathema,1b8tgz033TT5MrjVfHhsMq,progressive_rock,unknown,2012,295640,0.27,0.611,-9.6,0.0375,0.0174,0.663,0.109,0.0764,162.149,https://open.spotify.com/track/1b8tgz033TT5MrjVfHhsMq
I Should've Been After You,Rooney,0aDtmFgQXbXjtKKPRdRRSE,"indie, pop, progressive_rock, pop_rock",Rock,2007,266120,0.592,0.853,-3.831,0.0463,0.00382,0.0,0.364,0.588,124.956,https://open.spotify.com/track/0aDtmFgQXbXjtKKPRdRRSE
What I Saw,John Frusciante,0cbTcUN6O2olzSnYfr4VNS,"rock, alternative, alternative_rock, progressive_rock",Electronic,2004,240120,0.513,0.864,-6.495,0.0777,0.0253,0.0209,0.134,0.423,118.464,https://open.spotify.com/track/0cbTcUN6O2olzSnYfr4VNS
In Absentia,The Mars Volta,2NfeWnbJHO6MnkO2fX3p7V,"alternative_rock, progressive_rock, psychedelic, avant_garde",unknown,2012,446440,0.248,0.904,-2.543,0.0633,0.0272,0.00145,0.334,0.132,118.703,https://open.spotify.com/track/2NfeWnbJHO6MnkO2fX3p7V
Reaching Out,Kate Bush,0QzHnZWNk0xd7LCYQgg9wB,"rock, alternative, female_vocalists, singer_songwriter, 80s, progressive_rock, pop_rock",unknown,1989,192466,0.458,0.418,-15.655,0.0355,0.213,0.00162,0.239,0.206,118.303,https://open.spotify.com/track/0QzHnZWNk0xd7LCYQgg9wB
River of Time,Ayreon,1nrd5LESbXanCySvlzb75I,"progressive_rock, progressive_metal, symphonic_metal",Rock,2008,264920,0.213,0.752,-7.28,0.0364,0.0059,0.00264,0.115,0.262,63.894,https://open.spotify.com/track/1nrd5LESbXanCySvlzb75I
Tree Village,Dance Gavin Dance,0C9d07g8OTaJeZVVmjN0pS,"experimental, progressive_rock, post_hardcore, screamo",unknown,2009,201986,0.17,0.89,-3.581,0.0521,0.0166,0.000102,0.107,0.233,178.464,https://open.spotify.com/track/0C9d07g8OTaJeZVVmjN0pS
Day Nineteen: Disclosure,Ayreon,06zPGyzHDx29nOYnmZ95vI,"progressive_rock, progressive_metal",unknown,2004,282240,0.442,0.429,-9.508,0.0274,0.318,1.29e-06,0.139,0.221,81.999,https://open.spotify.com/track/06zPGyzHDx29nOYnmZ95vI
Thickets,Patrick Wolf,2kibSJTP2cgG6TNCi30oJs,"alternative, indie, progressive_rock, beautiful, gothic",unknown,2009,247720,0.242,0.663,-9.116,0.0382,0.0925,0.319,0.346,0.276,97.066,https://open.spotify.com/track/2kibSJTP2cgG6TNCi30oJs
Celestial Terrestrial Commuters,Mahavishnu Orchestra,0CgyI9s6UhxHntjFpgzzyp,"jazz, progressive_rock",Jazz,1973,172933,0.397,0.836,-13.236,0.0518,0.00214,0.906,0.172,0.765,115.138,https://open.spotify.com/track/0CgyI9s6UhxHntjFpgzzyp
Thousand Island Park,Mahavishnu Orchestra,0FtTkkaJbot4zfe4V5YOtw,"jazz, instrumental, progressive_rock, guitar",Jazz,1973,199133,0.358,0.229,-22.991,0.0386,0.934,0.728,0.226,0.164,111.554,https://open.spotify.com/track/0FtTkkaJbot4zfe4V5YOtw
Hair Pie: Bake 2,Captain Beefheart & His Magic Band,49xDekkDV4jSup1G4nqj14,"rock, experimental, progressive_rock, 60s, psychedelic_rock, avant_garde",unknown,1999,163626,0.463,0.704,-12.014,0.0751,0.28,0.883,0.727,0.614,86.633,https://open.spotify.com/track/49xDekkDV4jSup1G4nqj14
Who Are The Brain Police?,Frank Zappa,05AnHPPFO9k41ENexfsfzX,"rock, experimental, progressive_rock, psychedelic, 60s, psychedelic_rock, avant_garde",unknown,2012,213320,0.244,0.6,-9.184,0.045,0.00886,0.000874,0.13,0.564,119.43,https://open.spotify.com/track/05AnHPPFO9k41ENexfsfzX
Rubber Band,David Bowie,05VYmOm1GXwv8gHhNyXPWr,"rock, classic_rock, progressive_rock, 60s, oldies, britpop, pop_rock",unknown,1997,137493,0.628,0.296,-16.555,0.131,0.771,1.79e-05,0.11,0.414,125.583,https://open.spotify.com/track/05VYmOm1GXwv8gHhNyXPWr
Here He Comes,Brian Eno,7rKXSYqmJEPiGVWIdz79KL,"rock, electronic, alternative, ambient, progressive_rock, lounge",Rock,1986,337626,0.41,0.422,-12.925,0.0292,0.519,0.172,0.244,0.184,127.388,https://open.spotify.com/track/7rKXSYqmJEPiGVWIdz79KL
The Moon Touches Your Shoulder,Porcupine Tree,0ORiL7w2k2hxB5oEeVnrMo,"progressive_rock, psychedelic_rock",Rock,2004,305840,0.296,0.342,-11.793,0.0307,0.261,0.902,0.346,0.117,117.498,https://open.spotify.com/track/0ORiL7w2k2hxB5oEeVnrMo
Behind My Camel,The Police,0upZ7OzButGMsMTCnQOLgA,"rock, instrumental, progressive_rock, new_wave",Rock,1980,174466,0.518,0.316,-10.255,0.0245,0.0963,0.783,0.307,0.221,87.041,https://open.spotify.com/track/0upZ7OzButGMsMTCnQOLgA
My Electricity,The Gathering,0bkSfVmzUR0wgtffW27eBn,"female_vocalists, progressive_rock, progressive_metal, gothic_metal, gothic",Metal,1999,361840,0.373,0.912,-6.323,0.0579,0.000119,0.00359,0.395,0.0627,132.374,https://open.spotify.com/track/0bkSfVmzUR0wgtffW27eBn
Show Biz Kids,Steely Dan,0j6FxbwFZ4riP0hqKnBJmr,"rock, classic_rock, progressive_rock, 70s",Rock,2000,325500,0.735,0.727,-9.152,0.0362,0.25,0.0,0.0372,0.964,119.471,https://open.spotify.com/track/0j6FxbwFZ4riP0hqKnBJmr
Through The Other Side,Riverside,3Ui9sJW6J2QRHyPGeebNRK,"progressive_rock, progressive_metal",Rock,2007,245346,0.543,0.436,-15.864,0.0352,0.537,0.579,0.116,0.0763,159.889,https://open.spotify.com/track/3Ui9sJW6J2QRHyPGeebNRK
Young Modern Station,Silverchair,2T4Ebi1amUDfflt3qCpMDe,"rock, alternative, pop, alternative_rock, progressive_rock, grunge",Rock,2007,191280,0.427,0.956,-4.656,0.0632,0.000251,0.0133,0.375,0.442,149.469,https://open.spotify.com/track/2T4Ebi1amUDfflt3qCpMDe
Quiet Time,Archive,0nK8nSPUrZ9leOo3klIK6T,"alternative, progressive_rock, trip_hop",RnB,2010,354720,0.486,0.619,-12.224,0.0511,0.0882,0.00457,0.0798,0.07,175.996,https://open.spotify.com/track/0nK8nSPUrZ9leOo3klIK6T
Telling Lies,David Bowie,0mUiGVcbM9yUS8ha03CA95,"rock, electronic, alternative, alternative_rock, progressive_rock, industrial, 90s, techno, idm, drum_and_bass",unknown,1997,290026,0.489,0.74,-7.693,0.0499,0.000645,0.109,0.0415,0.396,160.019,https://open.spotify.com/track/0mUiGVcbM9yUS8ha03CA95
Sweet Lorraine,Uriah Heep,0gcDc7HcmIZGmOzNEC3fJI,"classic_rock, hard_rock, progressive_rock, 70s",unknown,2001,257666,0.197,0.67,-8.66,0.0819,0.118,0.596,0.307,0.595,211.626,https://open.spotify.com/track/0gcDc7HcmIZGmOzNEC3fJI
By Your Command,Devin Townsend,07hfIoHJHAMR9J4nMVWByW,"progressive_rock, progressive_metal",Metal,2007,489506,0.229,0.916,-6.582,0.0628,0.000155,0.764,0.477,0.196,143.448,https://open.spotify.com/track/07hfIoHJHAMR9J4nMVWByW
Out In The Real World,Stream of Passion,0fMkFZdnFpdsnvcKWdKsP6,"progressive_rock, progressive_metal, gothic_metal, gothic, symphonic_metal",unknown,2016,298750,0.396,0.846,-5.008,0.0607,0.00262,0.0475,0.961,0.326,132.865,https://open.spotify.com/track/0fMkFZdnFpdsnvcKWdKsP6
The Ledge,Fleetwood Mac,099MdHqpyBg6WZThQAHnrQ,"rock, female_vocalists, classic_rock, progressive_rock, blues, pop_rock",Punk,1979,128133,0.632,0.736,-12.887,0.0464,0.653,0.237,0.115,0.961,207.936,https://open.spotify.com/track/099MdHqpyBg6WZThQAHnrQ
Dog's Life,Gentle Giant,2AiPlXJtK20iKWZDfinchd,progressive_rock,unknown,1972,192013,0.596,0.254,-10.115,0.0399,0.848,0.0,0.192,0.397,140.772,https://open.spotify.com/track/2AiPlXJtK20iKWZDfinchd
Tomorrow Night,Atomic Rooster,0NeorLCKvj4UgfvtKTUgmz,"classic_rock, progressive_rock",Rock,2013,290760,0.433,0.658,-10.033,0.0925,0.00804,5.52e-06,0.126,0.574,141.992,https://open.spotify.com/track/0NeorLCKvj4UgfvtKTUgmz
Downstream,Supertramp,1w2qzbproAzHcTeVBwgE0t,"rock, classic_rock, progressive_rock, pop_rock",Country,2005,242053,0.557,0.39,-8.635,0.0275,0.877,0.000194,0.0985,0.153,86.179,https://open.spotify.com/track/1w2qzbproAzHcTeVBwgE0t
Waiter,Portugal. The Man,1BNgS23ZG99WHpSQdyazB1,"alternative, indie, experimental, indie_rock, progressive_rock, funk",Pop,2006,203946,0.382,0.355,-10.231,0.0262,0.503,0.00179,0.144,0.0768,170.074,https://open.spotify.com/track/1BNgS23ZG99WHpSQdyazB1
Stairway to the Stars,Blue Öyster Cult,0b0tAUMDERzlY7852tOJwe,"rock, classic_rock, hard_rock, progressive_rock, psychedelic_rock",unknown,1972,223466,0.407,0.79,-8.56,0.0406,0.123,0.0296,0.11,0.765,168.998,https://open.spotify.com/track/0b0tAUMDERzlY7852tOJwe
"Clench Fists, Grit Teeth... GO!",And So I Watch You From Afar,0jObPdSjU3yE9r0FApMcUE,"instrumental, progressive_rock, post_rock",Rock,2009,379720,0.193,0.909,-6.675,0.139,4.11e-05,0.747,0.55,0.139,100.773,https://open.spotify.com/track/0jObPdSjU3yE9r0FApMcUE
Music for the Head,Porcupine Tree,0A5bRIb1M6SGYtIKoGql1F,"progressive_rock, psychedelic_rock",Rock,2004,162053,0.197,0.094,-21.557,0.0443,0.919,0.965,0.126,0.0309,174.367,https://open.spotify.com/track/0A5bRIb1M6SGYtIKoGql1F
Wolfpack,Syd Barrett,08i1nlOGqSRDYDYUvO80KA,"progressive_rock, psychedelic, psychedelic_rock",unknown,1994,221600,0.283,0.451,-13.815,0.0366,0.00179,0.712,0.298,0.419,151.968,https://open.spotify.com/track/08i1nlOGqSRDYDYUvO80KA
Suspiria,Goblin,0h66ZtQZcyhSpcRsZSppxI,"progressive_rock, soundtrack",unknown,2012,359612,0.162,0.525,-12.696,0.0388,0.0683,0.238,0.302,0.34,177.88,https://open.spotify.com/track/0h66ZtQZcyhSpcRsZSppxI
Ruby Baby,Donald Fagen,58UqJFp4eNf5jj8PKeqNMq,"rock, jazz, classic_rock, singer_songwriter, progressive_rock",unknown,2012,339066,0.787,0.291,-17.272,0.0397,0.392,0.00166,0.0927,0.813,120.006,https://open.spotify.com/track/58UqJFp4eNf5jj8PKeqNMq
Dusk,Genesis,5Pkw0W8pxYi52uSRk3QlYI,progressive_rock,unknown,1970,254466,0.265,0.159,-20.501,0.0314,0.886,0.0235,0.118,0.123,88.352,https://open.spotify.com/track/5Pkw0W8pxYi52uSRk3QlYI
Nocturn,Kate Bush,0vmo3Y8abXHZdqaDkpofw4,"female_vocalists, progressive_rock",unknown,2005,514679,0.635,0.501,-14.611,0.034,0.137,0.143,0.167,0.0472,100.086,https://open.spotify.com/track/0vmo3Y8abXHZdqaDkpofw4
Connect the Dots,Ayreon,0HsB5S9l3xtKOoGu7fZ3UF,"progressive_rock, progressive_metal, symphonic_metal",unknown,2008,252986,0.519,0.647,-9.499,0.0365,0.212,0.000194,0.872,0.39,102.975,https://open.spotify.com/track/0HsB5S9l3xtKOoGu7fZ3UF
The Sundering,The Sword,14g1VwHY72qeZesVKzYYub,"metal, instrumental, progressive_rock, doom_metal",Metal,2008,124573,0.363,0.88,-7.129,0.0616,0.0544,0.878,0.0882,0.237,127.112,https://open.spotify.com/track/14g1VwHY72qeZesVKzYYub
Prepare Yourself,Porcupine Tree,2lulPiHgl47VO6nSr4vskG,"progressive_rock, psychedelic_rock",unknown,1995,118640,0.39,0.265,-13.806,0.0354,0.963,0.871,0.12,0.0342,119.794,https://open.spotify.com/track/2lulPiHgl47VO6nSr4vskG
Multiple Spouse Wounds,The Mars Volta,5Lyi0JsUoPIb3sKPaC4FFn,"alternative, experimental, progressive_rock, progressive_metal",unknown,2005,46680,0.39,0.994,-0.817,0.149,0.0113,0.0036,0.691,0.318,126.701,https://open.spotify.com/track/5Lyi0JsUoPIb3sKPaC4FFn
Stash,Phish,08zTUNa8A2TAF3Rn7XchGp,"rock, progressive_rock, guitar",unknown,1993,64813,0.326,0.916,-7.032,0.0623,0.37,0.78,0.707,0.683,98.881,https://open.spotify.com/track/08zTUNa8A2TAF3Rn7XchGp
April,Deep Purple,2EgKboJ85SyP3geuEZrSYt,"classic_rock, hard_rock, progressive_rock, psychedelic_rock",unknown,1969,730266,0.347,0.358,-11.673,0.0311,0.126,0.228,0.132,0.204,87.774,https://open.spotify.com/track/2EgKboJ85SyP3geuEZrSYt
Waiting for Your Love,Toto,0ogfImgD4JF6QClafvqO0S,"rock, 80s, progressive_rock, pop_rock",unknown,2004,252613,0.703,0.662,-7.647,0.0327,0.347,0.0,0.115,0.828,99.538,https://open.spotify.com/track/0ogfImgD4JF6QClafvqO0S
Paper Sun,Traffic,0iq0ilOK2aEJZHEBMPMflw,"progressive_rock, psychedelic, 60s, oldies, psychedelic_rock",Rock,2010,202986,0.484,0.754,-9.77,0.0614,0.515,0.000176,0.271,0.508,132.99,https://open.spotify.com/track/0iq0ilOK2aEJZHEBMPMflw
Version,Fugazi,4opdT0AObJFtc9RT7NRPcf,"experimental, instrumental, progressive_rock, hardcore, post_rock, post_punk, post_hardcore, noise",unknown,1995,200040,0.259,0.513,-10.192,0.0443,0.0132,0.75,0.419,0.124,60.313,https://open.spotify.com/track/4opdT0AObJFtc9RT7NRPcf
Radio Waves,Roger Waters,1YTPpGvTk8CfnVpxJYh4hx,"rock, classic_rock, progressive_rock",unknown,1987,297933,0.637,0.682,-14.182,0.035,0.0885,2.96e-05,0.447,0.825,124.104,https://open.spotify.com/track/1YTPpGvTk8CfnVpxJYh4hx
Bridge of Sighs,Opeth,3eQQIOOUCheYbjjETg1u7k,"progressive_rock, blues, progressive_metal, cover, blues_rock",Jazz,2008,355773,0.43,0.68,-6.871,0.0291,0.0623,0.508,0.581,0.387,96.987,https://open.spotify.com/track/3eQQIOOUCheYbjjETg1u7k
Defamed,ASHES dIVIDE,076LaZ3IkV03YnA8DPuyrQ,"rock, alternative, alternative_rock, progressive_rock",Rock,2008,219133,0.349,0.881,-4.511,0.0582,9.63e-05,6.96e-05,0.241,0.491,138.243,https://open.spotify.com/track/076LaZ3IkV03YnA8DPuyrQ
Radiance,Anathema,049pogcxWVcvVGWmcmaqbh,"progressive_rock, progressive_metal, doom_metal, psychedelic_rock, gothic_metal",unknown,1996,352186,0.134,0.567,-9.113,0.0374,0.0119,0.646,0.102,0.0488,94.671,https://open.spotify.com/track/049pogcxWVcvVGWmcmaqbh
Hyperdrive!,Devin Townsend Project,0uFzEuk9UiIhMjyKzIuWlv,"rock, progressive_rock, progressive_metal, post_punk",unknown,2009,214413,0.39,0.963,-6.026,0.0699,4.33e-06,0.702,0.38,0.408,157.985,https://open.spotify.com/track/0uFzEuk9UiIhMjyKzIuWlv
It Is Obvious,Syd Barrett,1ZbweCJ7dAmbFxwvC5RgkO,"progressive_rock, psychedelic, 60s, psychedelic_rock",Rock,1970,180240,0.497,0.251,-15.742,0.0503,0.233,0.773,0.105,0.555,111.879,https://open.spotify.com/track/1ZbweCJ7dAmbFxwvC5RgkO
One Word,Mahavishnu Orchestra,0UX1Mm38N0jEyOX08j289o,"jazz, progressive_rock",Jazz,1973,593733,0.443,0.577,-16.833,0.0505,0.012,0.908,0.299,0.377,118.098,https://open.spotify.com/track/0UX1Mm38N0jEyOX08j289o
Chris and Kevin's Excellent Adventure,Liquid Tension Experiment,13oJbeFO66TJtz006GU2Tw,"instrumental, progressive_rock, progressive_metal",unknown,1998,141866,0.493,0.879,-5.393,0.0489,0.00382,0.845,0.0864,0.416,118.076,https://open.spotify.com/track/13oJbeFO66TJtz006GU2Tw
